574.914	 330.122		 0	 0	 0
613.37	 314.741		 0	 16.5	 0
654.578	 299.278		 0	 33	 0
698.575	 284.246		 0	 49.5	 0
745.331	 269.727		 0	 66	 0
794.698	 255.96		 0	 82.5	 0
846.493	 243.182		 0	 99	 0
900.351	 231.709		 0	 115.5	 0
955.862	 221.245		 0	 132	 0
1012.42	 212.433		 0	 148.5	 0
1069.89	 204.959		 0	 165	 0
1127.19	 199.486		 0	 181.5	 0
1184.45	 195.44		 0	 198	 0
1240.57	 192.804		 0	 214.5	 0
1295.65	 191.909		 0	 231	 0
1349.08	 192.269		 0	 247.5	 0
1400.41	 193.93		 0	 264	 0
1449.42	 196.612		 0	 280.5	 0
1496.16	 200.367		 0	 297	 0
1540.27	 204.79		 0	 313.5	 0
1581.94	 209.718		 0	 330	 0
1621.04	 215.372		 0	 346.5	 0
1657.91	 221.4		 0	 363	 0
1692.41	 227.527		 0	 379.5	 0
1724.49	 234.027		 0	 396	 0
1754.29	 240.477		 0	 412.5	 0
1782.33	 247.08		 0	 429	 0
1808.49	 253.577		 0	 445.5	 0
1832.88	 260.232		 0	 462	 0
1855.61	 266.523		 0	 478.5	 0
1876.68	 272.891		 0	 495	 0
565.516	 373.721		 16.5	 0	 0
604.33	 358.286		 16.5	 16.5	 0
646.281	 343.141		 16.5	 33	 0
690.674	 328.182		 16.5	 49.5	 0
738.585	 313.643		 16.5	 66	 0
789.25	 299.752		 16.5	 82.5	 0
842.371	 286.818		 16.5	 99	 0
897.895	 274.774		 16.5	 115.5	 0
954.862	 264.269		 16.5	 132	 0
1013.74	 254.897		 16.5	 148.5	 0
1072.75	 247.341		 16.5	 165	 0
1132.54	 241.242		 16.5	 181.5	 0
1191.35	 236.68		 16.5	 198	 0
1249.56	 233.836		 16.5	 214.5	 0
1305.85	 232.472		 16.5	 231	 0
1360.79	 232.443		 16.5	 247.5	 0
1413.31	 233.733		 16.5	 264	 0
1463.43	 235.783		 16.5	 280.5	 0
1510.78	 238.948		 16.5	 297	 0
1555.87	 242.821		 16.5	 313.5	 0
1597.72	 247.421		 16.5	 330	 0
1637.29	 252.44		 16.5	 346.5	 0
1674.26	 257.733		 16.5	 363	 0
1708.54	 263.474		 16.5	 379.5	 0
1740.62	 269.33		 16.5	 396	 0
1770.47	 275.294		 16.5	 412.5	 0
1798.28	 281.106		 16.5	 429	 0
1823.88	 287.1		 16.5	 445.5	 0
1848.08	 292.88		 16.5	 462	 0
1870.48	 298.834		 16.5	 478.5	 0
1891.51	 304.438		 16.5	 495	 0
556.862	 419.999		 33	 0	 0
596.266	 405.146		 33	 16.5	 0
638.403	 390.227		 33	 33	 0
684.011	 375.379		 33	 49.5	 0
732.615	 360.958		 33	 66	 0
784.383	 347.296		 33	 82.5	 0
838.931	 334.065		 33	 99	 0
895.887	 321.827		 33	 115.5	 0
955.24	 311.029		 33	 132	 0
1015.38	 301.496		 33	 148.5	 0
1076.66	 293.365		 33	 165	 0
1138.02	 286.72		 33	 181.5	 0
1199.05	 281.773		 33	 198	 0
1258.61	 278.422		 33	 214.5	 0
1317.07	 276.55		 33	 231	 0
1373.08	 275.831		 33	 247.5	 0
1426.8	 276.5		 33	 264	 0
1477.68	 278.177		 33	 280.5	 0
1526.1	 280.569		 33	 297	 0
1571.38	 283.944		 33	 313.5	 0
1613.95	 287.66		 33	 330	 0
1653.47	 291.988		 33	 346.5	 0
1690.47	 296.615		 33	 363	 0
1724.78	 301.56		 33	 379.5	 0
1756.7	 306.586		 33	 396	 0
1786.52	 311.73		 33	 412.5	 0
1813.92	 316.964		 33	 429	 0
1839.4	 322.006		 33	 445.5	 0
1863.21	 327.437		 33	 462	 0
1885.31	 332.386		 33	 478.5	 0
1905.77	 337.38		 33	 495	 0
549.626	 469.412		 49.5	 0	 0
588.831	 455.197		 49.5	 16.5	 0
631.764	 440.526		 49.5	 33	 0
678.077	 426.233		 49.5	 49.5	 0
727.486	 411.976		 49.5	 66	 0
780.647	 398.15		 49.5	 82.5	 0
836.367	 385.3		 49.5	 99	 0
895.277	 372.91		 49.5	 115.5	 0
955.611	 361.667		 49.5	 132	 0
1081.16	 343.528		 49.5	 165	 0
1144.61	 336.347		 49.5	 181.5	 0
1207.1	 330.745		 49.5	 198	 0
1268.93	 326.787		 49.5	 214.5	 0
1328.37	 324.318		 49.5	 231	 0
1440.51	 322.59		 49.5	 264	 0
1492.66	 323.625		 49.5	 280.5	 0
1541.55	 325.321		 49.5	 297	 0
1587.31	 327.681		 49.5	 313.5	 0
1629.95	 330.618		 49.5	 330	 0
1669.74	 333.921		 49.5	 346.5	 0
1706.81	 337.791		 49.5	 363	 0
1741.11	 341.786		 49.5	 379.5	 0
1772.81	 345.931		 49.5	 396	 0
1802.05	 350.373		 49.5	 412.5	 0
1829.39	 354.473		 49.5	 429	 0
1854.44	 358.686		 49.5	 445.5	 0
1877.94	 362.91		 49.5	 462	 0
1899.54	 367.343		 49.5	 478.5	 0
1919.69	 371.455		 49.5	 495	 0
543.606	 521.522		 66	 0	 0
582.981	 507.996		 66	 16.5	 0
626.471	 494.246		 66	 33	 0
673.254	 480.356		 66	 49.5	 0
723.822	 466.64		 66	 66	 0
777.771	 453.3		 66	 82.5	 0
835.034	 440.307		 66	 99	 0
894.942	 428.358		 66	 115.5	 0
957.797	 416.697		 66	 132	 0
1021.59	 406.505		 66	 148.5	 0
1086.75	 397.731		 66	 165	 0
1151.62	 390.161		 66	 181.5	 0
1216.47	 383.894		 66	 198	 0
